state,county,fips,votes gop,votes dem,total votes,% GOP,% DEM,% Votes,,POP tot
Texas,Andrews,48003,4943,850,5863,84.31%,14.50%,98.81%,RIGHT,18705
Texas,Angelina,48005,25070,9136,34628,72.40%,26.38%,98.78%,RIGHT,86715
Texas,Aransas,48007,9239,2916,12289,75.18%,23.73%,98.91%,RIGHT,23510
Texas,Archer,48009,4300,446,4796,89.66%,9.30%,98.96%,RIGHT,8553
Texas,Armstrong,48011,1035,75,1112,93.08%,6.74%,99.82%,RIGHT,1887
Texas,Atascosa,48013,12039,5876,18116,66.46%,32.44%,98.89%,RIGHT,51153
Texas,Austin,48015,11447,2951,14554,78.65%,20.28%,98.93%,RIGHT,30032
Texas,Bailey,48017,1434,409,1859,77.14%,22.00%,99.14%,RIGHT,7000
Texas,Bandera,48019,10057,2505,12712,79.11%,19.71%,98.82%,RIGHT,23112
Texas,Bastrop,48021,20486,15452,36709,55.81%,42.09%,97.90%,RIGHT,88723
Texas,Baylor,48023,1494,183,1700,87.88%,10.76%,98.65%,RIGHT,3509
Texas,Bee,48025,6006,3288,9414,63.80%,34.93%,98.73%,RIGHT,32565
Texas,Bell,48027,67893,57014,127327,53.32%,44.78%,98.10%,RIGHT,362924
Texas,Bexar,48029,308618,448452,770571,40.05%,58.20%,98.25%,LEFT,2003554
Texas,Blanco,48031,5443,1911,7441,73.15%,25.68%,98.83%,RIGHT,11931
Texas,Borden,48033,397,16,416,95.43%,3.85%,99.28%,RIGHT,654
Texas,Bosque,48035,7469,1561,9126,81.84%,17.10%,98.95%,RIGHT,18685
Texas,Bowie,48037,27116,10747,38254,70.88%,28.09%,98.98%,RIGHT,93245
Texas,Brazoria,48039,90433,62228,154938,58.37%,40.16%,98.53%,RIGHT,374264
Texas,Brazos,48041,47530,35349,84943,55.96%,41.61%,97.57%,RIGHT,229211
Texas,Brewster,48043,2461,2258,4822,51.04%,46.83%,97.86%,RIGHT,9203
Texas,Briscoe,48045,639,78,725,88.14%,10.76%,98.90%,RIGHT,1546
Texas,Brooks,48047,998,1470,2484,40.18%,59.18%,99.36%,LEFT,7093
Texas,Brown,48049,13698,2107,15963,85.81%,13.20%,99.01%,RIGHT,37864
Texas,Burleson,48051,6743,1788,8609,78.33%,20.77%,99.09%,RIGHT,18443
Texas,Burnet,48053,18767,5639,24708,75.96%,22.82%,98.78%,RIGHT,48155
Texas,Caldwell,48055,8031,6672,14940,53.76%,44.66%,98.41%,RIGHT,43664
Texas,Calhoun,48057,5641,2148,7856,71.80%,27.34%,99.15%,RIGHT,21290
Texas,Callahan,48059,6012,734,6832,88.00%,10.74%,98.74%,RIGHT,13943
Texas,Cameron,48061,49032,64063,114159,42.95%,56.12%,99.07%,LEFT,423163
Texas,Camp,48063,3626,1394,5058,71.69%,27.56%,99.25%,RIGHT,13094
Texas,Carson,48065,2779,297,3116,89.18%,9.53%,98.72%,RIGHT,5926
Texas,Cass,48067,11033,2795,13924,79.24%,20.07%,99.31%,RIGHT,30026
Texas,Castro,48069,1602,466,2083,76.91%,22.37%,99.28%,RIGHT,7530
Texas,Chambers,48071,17343,3997,21641,80.14%,18.47%,98.61%,RIGHT,43837
Texas,Cherokee,48073,15101,4210,19508,77.41%,21.58%,98.99%,RIGHT,52646
Texas,Childress,48075,1943,310,2279,85.26%,13.60%,98.86%,RIGHT,7306
Texas,Clay,48077,5069,614,5741,88.29%,10.70%,98.99%,RIGHT,10471
Texas,Cochran,48079,809,177,1000,80.90%,17.70%,98.60%,RIGHT,2853
Texas,Coke,48081,1565,215,1794,87.24%,11.98%,99.22%,RIGHT,3387
Texas,Coleman,48083,3640,451,4128,88.18%,10.93%,99.10%,RIGHT,8175
Texas,Collin,48085,252318,230945,492216,51.26%,46.92%,98.18%,RIGHT,1034730
Texas,Collingsworth,48087,1048,155,1218,86.04%,12.73%,98.77%,RIGHT,2920
Texas,Colorado,48089,7440,2403,9912,75.06%,24.24%,99.30%,RIGHT,21493
Texas,Comal,48091,62740,24826,88863,70.60%,27.94%,98.54%,RIGHT,156209
Texas,Comanche,48093,5177,852,6084,85.09%,14.00%,99.10%,RIGHT,13635
Texas,Concho,48095,1058,197,1268,83.44%,15.54%,98.97%,RIGHT,2726
Texas,Cooke,48097,15596,3210,18988,82.14%,16.91%,99.04%,RIGHT,41257
Texas,Coryell,48099,15438,7565,23490,65.72%,32.21%,97.93%,RIGHT,75951
Texas,Cottle,48101,543,113,665,81.65%,16.99%,98.65%,RIGHT,1398
Texas,Crane,48103,1247,241,1503,82.97%,16.03%,99.00%,RIGHT,4797
Texas,Crockett,48105,1220,344,1574,77.51%,21.86%,99.36%,RIGHT,3464
Texas,Crosby,48107,1396,527,1953,71.48%,26.98%,98.46%,RIGHT,5737
Texas,Culberson,48109,415,438,864,48.03%,50.69%,98.73%,LEFT,2171
Texas,Dallam,48111,1389,197,1609,86.33%,12.24%,98.57%,RIGHT,7287
Texas,Dallas,48113,307076,598576,921638,33.32%,64.95%,98.27%,LEFT,2635516
Texas,Dawson,48115,2951,808,3789,77.88%,21.32%,99.21%,RIGHT,12728
Texas,Deaf Smith,48117,3294,1264,4610,71.45%,27.42%,98.87%,RIGHT,18546
Texas,Delta,48119,2162,403,2592,83.41%,15.55%,98.96%,RIGHT,5331
Texas,Denton,48121,222480,188695,417964,53.23%,45.15%,98.38%,RIGHT,887207
Texas,DeWitt,48123,6567,1494,8118,80.89%,18.40%,99.30%,RIGHT,20160
Texas,Dickens,48125,853,130,988,86.34%,13.16%,99.49%,RIGHT,2211
Texas,Dimmit,48127,1384,2264,3666,37.75%,61.76%,99.51%,LEFT,10124
Texas,Donley,48129,1438,198,1648,87.26%,12.01%,99.27%,RIGHT,3278
Texas,Duval,48131,2443,2575,5053,48.35%,50.96%,99.31%,LEFT,11157
Texas,Eastland,48133,7237,983,8292,87.28%,11.85%,99.13%,RIGHT,18360
Texas,Ector,48135,32697,11367,44581,73.34%,25.50%,98.84%,RIGHT,166223
Texas,Edwards,48137,893,168,1066,83.77%,15.76%,99.53%,RIGHT,1932
Texas,Ellis,48139,56651,27513,85566,66.21%,32.15%,98.36%,RIGHT,184826
Texas,El Paso,48141,84331,178126,267215,31.56%,66.66%,98.22%,LEFT,839238
Texas,Erath,48143,13684,2916,16853,81.20%,17.30%,98.50%,RIGHT,42698
Texas,Falls,48145,4177,1899,6133,68.11%,30.96%,99.07%,RIGHT,17297
Texas,Fannin,48147,12171,2655,15004,81.12%,17.70%,98.81%,RIGHT,35514
Texas,Fayette,48149,10171,2661,12941,78.60%,20.56%,99.16%,RIGHT,25346
Texas,Fisher,48151,1448,352,1826,79.30%,19.28%,98.58%,RIGHT,3830
Texas,Floyd,48153,1584,438,2039,77.69%,21.48%,99.17%,RIGHT,5712
Texas,Foard,48155,445,99,551,80.76%,17.97%,98.73%,RIGHT,1155
Texas,Fort Bend,48157,157595,195191,357833,44.04%,54.55%,98.59%,LEFT,811688
Texas,Franklin,48159,4161,804,5009,83.07%,16.05%,99.12%,RIGHT,10725
Texas,Freestone,48161,6991,1635,8711,80.25%,18.77%,99.02%,RIGHT,19717
Texas,Frio,48163,2823,2422,5279,53.48%,45.88%,99.36%,RIGHT,20306
Texas,Gaines,48165,5355,576,5995,89.32%,9.61%,98.93%,RIGHT,21492
Texas,Galveston,48167,93911,58842,155060,60.56%,37.95%,98.51%,RIGHT,342139
Texas,Garza,48169,1413,231,1653,85.48%,13.97%,99.46%,RIGHT,6229
Texas,Gillespie,48171,12514,3176,15846,78.97%,20.04%,99.02%,RIGHT,26988
Texas,Glasscock,48173,611,39,653,93.57%,5.97%,99.54%,RIGHT,1409
Texas,Goliad,48175,3085,877,3988,77.36%,21.99%,99.35%,RIGHT,7658
Texas,Gonzales,48177,5627,1948,7647,73.58%,25.47%,99.06%,RIGHT,20837
Texas,Gray,48179,6840,829,7782,87.90%,10.65%,98.55%,RIGHT,21886
Texas,Grayson,48181,44163,14506,59439,74.30%,24.40%,98.70%,RIGHT,136212
Texas,Gregg,48183,32493,14796,47982,67.72%,30.84%,98.56%,RIGHT,123945
Texas,Grimes,48185,9432,2833,12413,75.98%,22.82%,98.81%,RIGHT,28880
Texas,Guadalupe,48187,47553,28805,77592,61.29%,37.12%,98.41%,RIGHT,166847
Texas,Hale,48189,7177,2279,9584,74.89%,23.78%,98.66%,RIGHT,33406
Texas,Hall,48191,995,168,1168,85.19%,14.38%,99.57%,RIGHT,2964
Texas,Hamilton,48193,3616,641,4349,83.15%,14.74%,97.88%,RIGHT,8461
Texas,Hansford,48195,1848,166,2046,90.32%,8.11%,98.44%,RIGHT,5399
Texas,Hardeman,48197,1330,241,1580,84.18%,15.25%,99.43%,RIGHT,3933
Texas,Hardin,48199,23858,3474,27635,86.33%,12.57%,98.90%,RIGHT,57602
Texas,Harris,48201,700630,918193,1640818,42.70%,55.96%,98.66%,LEFT,4713325
Texas,Harrison,48203,21466,7908,29710,72.25%,26.62%,98.87%,RIGHT,66553
Texas,Hartley,48205,1868,195,2078,89.89%,9.38%,99.28%,RIGHT,5576
Texas,Haskell,48207,1840,353,2214,83.11%,15.94%,99.05%,RIGHT,5658
Texas,Hays,48209,47680,59524,109357,43.60%,54.43%,98.03%,LEFT,230191
Texas,Hemphill,48211,1486,206,1720,86.40%,11.98%,98.37%,RIGHT,3819
Texas,Henderson,48213,28911,7060,36310,79.62%,19.44%,99.07%,RIGHT,82737
Texas,Hidalgo,48215,90527,128199,220884,40.98%,58.04%,99.02%,LEFT,868707
Texas,Hill,48217,11926,2860,14931,79.87%,19.15%,99.03%,RIGHT,36649
Texas,Hockley,48219,6536,1482,8095,80.74%,18.31%,99.05%,RIGHT,23021
Texas,Hood,48221,26487,5641,32580,81.30%,17.31%,98.61%,RIGHT,61643
Texas,Hopkins,48223,12719,3046,15939,79.80%,19.11%,98.91%,RIGHT,37084
Texas,Houston,48225,7060,2314,9437,74.81%,24.52%,99.33%,RIGHT,22968
Texas,Howard,48227,8054,2069,10240,78.65%,20.21%,98.86%,RIGHT,36664
Texas,Hudspeth,48229,779,371,1165,66.87%,31.85%,98.71%,RIGHT,4886
Texas,Hunt,48231,29163,8906,38574,75.60%,23.09%,98.69%,RIGHT,98594
Texas,Hutchinson,48233,7681,965,8771,87.57%,11.00%,98.57%,RIGHT,20938
Texas,Irion,48235,759,120,889,85.38%,13.50%,98.88%,RIGHT,1536
Texas,Jack,48237,3418,331,3782,90.38%,8.75%,99.13%,RIGHT,8935
Texas,Jackson,48239,5231,1033,6340,82.51%,16.29%,98.80%,RIGHT,14760
Texas,Jasper,48241,12542,2954,15608,80.36%,18.93%,99.28%,RIGHT,35529
Texas,Jeff Davis,48243,784,501,1305,60.08%,38.39%,98.47%,RIGHT,2274
Texas,Jefferson,48245,47570,46073,94739,50.21%,48.63%,98.84%,RIGHT,251565
Texas,Jim Hogg,48247,833,1197,2036,40.91%,58.79%,99.71%,LEFT,5200
Texas,Jim Wells,48249,7453,6119,13669,54.52%,44.77%,99.29%,RIGHT,40482
Texas,Johnson,48251,54628,16464,72005,75.87%,22.87%,98.73%,RIGHT,175817
Texas,Jones,48253,5660,999,6741,83.96%,14.82%,98.78%,RIGHT,20083
Texas,Karnes,48255,3968,1234,5249,75.60%,23.51%,99.10%,RIGHT,15601
Texas,Kaufman,48257,37624,18405,56703,66.35%,32.46%,98.81%,RIGHT,136154
Texas,Kendall,48259,20083,6020,26438,75.96%,22.77%,98.73%,RIGHT,47431
Texas,Kenedy,48261,127,65,194,65.46%,33.51%,98.97%,RIGHT,404
Texas,Kent,48263,411,47,462,88.96%,10.17%,99.13%,RIGHT,762
Texas,Kerr,48265,20858,6510,27738,75.20%,23.47%,98.67%,RIGHT,52600
Texas,Kimble,48267,1987,284,2292,86.69%,12.39%,99.08%,RIGHT,4337
Texas,King,48269,151,8,159,94.97%,5.03%,100.00%,RIGHT,272
Texas,Kinney,48271,1144,446,1603,71.37%,27.82%,99.19%,RIGHT,3667
Texas,Kleberg,48273,5557,5359,11041,50.33%,48.54%,98.87%,RIGHT,30680
Texas,Knox,48275,1180,265,1456,81.04%,18.20%,99.24%,RIGHT,3664
Texas,Lamar,48277,16760,4458,21418,78.25%,20.81%,99.07%,RIGHT,49859
Texas,Lamb,48279,3521,840,4408,79.88%,19.06%,98.93%,RIGHT,12893
Texas,Lampasas,48281,8086,2144,10399,77.76%,20.62%,98.37%,RIGHT,21428
Texas,La Salle,48283,1335,1052,2406,55.49%,43.72%,99.21%,RIGHT,7520
Texas,Lavaca,48285,8802,1333,10195,86.34%,13.08%,99.41%,RIGHT,20154
Texas,Lee,48287,6255,1750,8086,77.36%,21.64%,99.00%,RIGHT,17239
Texas,Leon,48289,7522,1072,8672,86.74%,12.36%,99.10%,RIGHT,17404
Texas,Liberty,48291,23302,5785,29334,79.44%,19.72%,99.16%,RIGHT,88219
Texas,Limestone,48293,6789,2213,9095,74.65%,24.33%,98.98%,RIGHT,23437
Texas,Lipscomb,48295,1205,131,1353,89.06%,9.68%,98.74%,RIGHT,3233
Texas,Live Oak,48297,4199,819,5054,83.08%,16.20%,99.29%,RIGHT,12207
Texas,Llano,48299,9996,3167,13278,75.28%,23.85%,99.13%,RIGHT,21795
Texas,Loving,48301,60,4,66,90.91%,6.06%,96.97%,RIGHT,169
Texas,Lubbock,48303,78861,40017,120771,65.30%,33.13%,98.43%,RIGHT,310569
Texas,Lynn,48305,1853,428,2293,80.81%,18.67%,99.48%,RIGHT,5951
Texas,McCulloch,48307,2904,490,3436,84.52%,14.26%,98.78%,RIGHT,7984
Texas,McLennan,48309,59543,36688,97771,60.90%,37.52%,98.42%,RIGHT,256623
Texas,McMullen,48311,460,53,516,89.15%,10.27%,99.42%,RIGHT,743
Texas,Madison,48313,4169,1088,5297,78.70%,20.54%,99.24%,RIGHT,14284
Texas,Marion,48315,3470,1339,4864,71.34%,27.53%,98.87%,RIGHT,9854
Texas,Martin,48317,1857,288,2160,85.97%,13.33%,99.31%,RIGHT,5771
Texas,Mason,48319,2108,566,2700,78.07%,20.96%,99.04%,RIGHT,4274
Texas,Matagorda,48321,9845,3733,13726,71.73%,27.20%,98.92%,RIGHT,36643
Texas,Maverick,48323,6881,8332,15346,44.84%,54.29%,99.13%,LEFT,58722
Texas,Medina,48325,15642,6773,22644,69.08%,29.91%,98.99%,RIGHT,51584
Texas,Menard,48327,823,197,1028,80.06%,19.16%,99.22%,RIGHT,2138
Texas,Midland,48329,45624,12329,58856,77.52%,20.95%,98.47%,RIGHT,176832
Texas,Milam,48331,7984,2496,10576,75.49%,23.60%,99.09%,RIGHT,24823
Texas,Mills,48333,2217,271,2505,88.50%,10.82%,99.32%,RIGHT,4873
Texas,Mitchell,48335,2170,397,2579,84.14%,15.39%,99.53%,RIGHT,8545
Texas,Montague,48337,8615,1097,9814,87.78%,11.18%,98.96%,RIGHT,19818
Texas,Montgomery,48339,193382,74377,271451,71.24%,27.40%,98.64%,RIGHT,607391
Texas,Moore,48341,4359,1062,5508,79.14%,19.28%,98.42%,RIGHT,20940
Texas,Morris,48343,3872,1669,5587,69.30%,29.87%,99.18%,RIGHT,12388
Texas,Motley,48345,604,46,652,92.64%,7.06%,99.69%,RIGHT,1200
Texas,Nacogdoches,48347,17378,9000,26763,64.93%,33.63%,98.56%,RIGHT,65204
Texas,Navarro,48349,13800,5101,19121,72.17%,26.68%,98.85%,RIGHT,50113
Texas,Newton,48351,4882,1175,6096,80.09%,19.27%,99.36%,RIGHT,13595
Texas,Nolan,48353,4131,1162,5356,77.13%,21.70%,98.82%,RIGHT,14714
Texas,Nueces,48355,64617,60925,127314,50.75%,47.85%,98.61%,RIGHT,362294
Texas,Ochiltree,48357,2811,302,3155,89.10%,9.57%,98.67%,RIGHT,9836
Texas,Oldham,48359,917,81,1009,90.88%,8.03%,98.91%,RIGHT,2112
Texas,Orange,48361,29170,6354,35974,81.09%,17.66%,98.75%,RIGHT,83396
Texas,Palo Pinto,48363,10179,2178,12485,81.53%,17.44%,98.97%,RIGHT,29189
Texas,Panola,48365,9322,2057,11452,81.40%,17.96%,99.36%,RIGHT,23194
Texas,Parker,48367,62045,13017,76128,81.50%,17.10%,98.60%,RIGHT,142878
Texas,Parmer,48369,2135,488,2650,80.57%,18.42%,98.98%,RIGHT,9605
Texas,Pecos,48371,3215,1382,4668,68.87%,29.61%,98.48%,RIGHT,15823
Texas,Polk,48373,18573,5387,24181,76.81%,22.28%,99.09%,RIGHT,51353
Texas,Potter,48375,22820,9921,33321,68.49%,29.77%,98.26%,RIGHT,117415
Texas,Presidio,48377,721,1463,2217,32.52%,65.99%,98.51%,LEFT,6704
Texas,Rains,48379,5155,842,6053,85.16%,13.91%,99.07%,RIGHT,12514
Texas,Randall,48381,50597,12750,64412,78.55%,19.79%,98.35%,RIGHT,137713
Texas,Reagan,48383,942,172,1124,83.81%,15.30%,99.11%,RIGHT,3849
Texas,Real,48385,1643,320,1982,82.90%,16.15%,99.04%,RIGHT,3452
Texas,Red River,48387,4517,1246,5806,77.80%,21.46%,99.26%,RIGHT,12023
Texas,Reeves,48389,2254,1395,3687,61.13%,37.84%,98.97%,RIGHT,15976
Texas,Refugio,48391,2210,1108,3366,65.66%,32.92%,98.57%,RIGHT,6948
Texas,Roberts,48393,529,17,550,96.18%,3.09%,99.27%,RIGHT,854
Texas,Robertson,48395,5646,2374,8099,69.71%,29.31%,99.02%,RIGHT,17074
Texas,Rockwall,48397,38842,18149,57792,67.21%,31.40%,98.61%,RIGHT,104915
Texas,Runnels,48399,3807,552,4409,86.35%,12.52%,98.87%,RIGHT,10264
Texas,Rusk,48401,16534,4629,21368,77.38%,21.66%,99.04%,RIGHT,54406
Texas,Sabine,48403,4784,669,5487,87.19%,12.19%,99.38%,RIGHT,10542
Texas,San Augustine,48405,3007,980,4002,75.14%,24.49%,99.63%,RIGHT,8237
Texas,San Jacinto,48407,10161,2337,12638,80.40%,18.49%,98.89%,RIGHT,28859
Texas,San Patricio,48409,16516,8988,25888,63.80%,34.72%,98.52%,RIGHT,66730
Texas,San Saba,48411,2308,287,2602,88.70%,11.03%,99.73%,RIGHT,6055
Texas,Schleicher,48413,940,211,1159,81.10%,18.21%,99.31%,RIGHT,2793
Texas,Scurry,48415,4983,818,5869,84.90%,13.94%,98.84%,RIGHT,16703
Texas,Shackelford,48417,1484,130,1628,91.15%,7.99%,99.14%,RIGHT,3265
Texas,Shelby,48419,7975,2068,10084,79.09%,20.51%,99.59%,RIGHT,25274
Texas,Sherman,48421,886,91,991,89.40%,9.18%,98.59%,RIGHT,3022
Texas,Smith,48423,69080,29615,100075,69.03%,29.59%,98.62%,RIGHT,232751
Texas,Somervell,48425,4099,768,4940,82.98%,15.55%,98.52%,RIGHT,9128
Texas,Starr,48427,8247,9123,17525,47.06%,52.06%,99.12%,LEFT,64633
Texas,Stephens,48429,3385,397,3800,89.08%,10.45%,99.53%,RIGHT,9366
Texas,Sterling,48431,584,51,639,91.39%,7.98%,99.37%,RIGHT,1291
Texas,Stonewall,48433,615,116,736,83.56%,15.76%,99.32%,RIGHT,1350
Texas,Sutton,48435,1222,322,1557,78.48%,20.68%,99.17%,RIGHT,3776
Texas,Swisher,48437,1845,478,2355,78.34%,20.30%,98.64%,RIGHT,7397
Texas,Tarrant,48439,409741,411567,834697,49.09%,49.31%,98.40%,LEFT,2102515
Texas,Taylor,48441,39547,14588,55112,71.76%,26.47%,98.23%,RIGHT,138034
Texas,Terrell,48443,334,119,458,72.93%,25.98%,98.91%,RIGHT,776
Texas,Terry,48445,2812,757,3612,77.85%,20.96%,98.81%,RIGHT,12337
Texas,Throckmorton,48447,806,82,899,89.66%,9.12%,98.78%,RIGHT,1501
Texas,Titus,48449,7570,2856,10539,71.83%,27.10%,98.93%,RIGHT,32750
Texas,Tom Green,48451,32129,12106,44891,71.57%,26.97%,98.54%,RIGHT,119200
Texas,Travis,48453,161337,435860,610349,26.43%,71.41%,97.85%,LEFT,1273954
Texas,Trinity,48455,5579,1323,6938,80.41%,19.07%,99.48%,RIGHT,14651
Texas,Tyler,48457,8194,1403,9660,84.82%,14.52%,99.35%,RIGHT,21672
Texas,Upshur,48459,15809,2877,18887,83.70%,15.23%,98.94%,RIGHT,41753
Texas,Upton,48461,1178,170,1368,86.11%,12.43%,98.54%,RIGHT,3657
Texas,Uvalde,48463,6174,4073,10342,59.70%,39.38%,99.08%,RIGHT,26741
Texas,Val Verde,48465,8284,6771,15272,54.24%,44.34%,98.58%,RIGHT,49025
Texas,Van Zandt,48467,22270,3516,25994,85.67%,13.53%,99.20%,RIGHT,56590
Texas,Victoria,48469,23347,10371,34205,68.26%,30.32%,98.58%,RIGHT,92084
Texas,Walker,48471,15368,7875,23641,65.01%,33.31%,98.32%,RIGHT,72971
Texas,Waller,48473,14260,8191,22734,62.73%,36.03%,98.76%,RIGHT,55246
Texas,Ward,48475,3241,764,4060,79.83%,18.82%,98.65%,RIGHT,11998
Texas,Washington,48477,12959,4261,17418,74.40%,24.46%,98.86%,RIGHT,35882
Texas,Webb,48479,25898,41820,68397,37.86%,61.14%,99.01%,LEFT,276652
Texas,Wharton,48481,11926,4694,16761,71.15%,28.01%,99.16%,RIGHT,41556
Texas,Wheeler,48483,2159,168,2337,92.38%,7.19%,99.57%,RIGHT,5056
Texas,Wichita,48485,32069,13161,46030,69.67%,28.59%,98.26%,RIGHT,132230
Texas,Wilbarger,48487,3524,956,4524,77.90%,21.13%,99.03%,RIGHT,12769
Texas,Willacy,48489,2437,3097,5575,43.71%,55.55%,99.26%,LEFT,21358
Texas,Williamson,48491,139729,143795,289312,48.30%,49.70%,98.00%,LEFT,590551
Texas,Wilson,48493,18457,6350,25006,73.81%,25.39%,99.20%,RIGHT,51070
Texas,Winkler,48495,1753,358,2126,82.46%,16.84%,99.29%,RIGHT,8010
Texas,Wise,48497,27032,4973,32362,83.53%,15.37%,98.90%,RIGHT,69984
Texas,Wood,48499,19049,3509,22779,83.63%,15.40%,99.03%,RIGHT,45539
Texas,Yoakum,48501,2172,419,2633,82.49%,15.91%,98.40%,RIGHT,8713
Texas,Young,48503,7112,1036,8242,86.29%,12.57%,98.86%,RIGHT,18010
Texas,Zapata,48505,2033,1826,3874,52.48%,47.13%,99.61%,RIGHT,14179
Texas,Zavala,48507,1490,2864,4379,34.03%,65.40%,99.43%,LEFT,11840
Utah,Beaver,49001,2695,357,3100,86.94%,11.52%,98.45%,RIGHT,6710
Utah,Box Elder,49003,21548,4473,27027,79.73%,16.55%,96.28%,RIGHT,56046
Utah,Cache,49005,38032,16650,57571,66.06%,28.92%,94.98%,RIGHT,128289
Utah,Carbon,49007,6693,2392,9369,71.44%,25.53%,96.97%,RIGHT,20463
Utah,Daggett,49009,496,111,619,80.13%,17.93%,98.06%,RIGHT,950
Utah,Davis,49011,104135,57411,169895,61.29%,33.79%,95.09%,RIGHT,355481
Utah,Duchesne,49013,7513,843,8524,88.14%,9.89%,98.03%,RIGHT,19938
Utah,Emery,49015,4207,572,4865,86.47%,11.76%,98.23%,RIGHT,10012
Utah,Garfield,49017,2158,514,2732,78.99%,18.81%,97.80%,RIGHT,5051
Utah,Grand,49019,2248,2806,5185,43.36%,54.12%,97.47%,LEFT,9754
Utah,Iron,49021,18989,4892,24890,76.29%,19.65%,95.95%,RIGHT,54839
Utah,Juab,49023,5087,645,5866,86.72%,11.00%,97.72%,RIGHT,12017
Utah,Kane,49025,2998,1083,4180,71.72%,25.91%,97.63%,RIGHT,7886
Utah,Millard,49027,5404,624,6160,87.73%,10.13%,97.86%,RIGHT,13188
Utah,Morgan,49029,5181,1086,6512,79.56%,16.68%,96.24%,RIGHT,12124
Utah,Piute,49031,773,86,871,88.75%,9.87%,98.62%,RIGHT,1479
Utah,Rich,49033,1157,180,1363,84.89%,13.21%,98.09%,RIGHT,2483
Utah,Salt Lake,49035,230174,289906,541175,42.53%,53.57%,96.10%,LEFT,1160437
Utah,San Juan,49037,3535,3113,6878,51.40%,45.26%,96.66%,RIGHT,15308
Utah,Sanpete,49039,10459,1794,12631,82.80%,14.20%,97.01%,RIGHT,30939
Utah,Sevier,49041,9052,1084,10363,87.35%,10.46%,97.81%,RIGHT,21620
Utah,Summit,49043,10252,15244,26088,39.30%,58.43%,97.73%,LEFT,42145
Utah,Tooele,49045,21014,8943,31518,66.67%,28.37%,95.05%,RIGHT,72259
Utah,Uintah,49047,13261,1663,15307,86.63%,10.86%,97.50%,RIGHT,35734
Utah,Utah,49049,192812,76033,284480,67.78%,26.73%,94.50%,RIGHT,636235
Utah,Wasatch,49051,10795,6187,17581,61.40%,35.19%,96.59%,RIGHT,34091
Utah,Washington,49053,67294,20530,90476,74.38%,22.69%,97.07%,RIGHT,177556
Utah,Wayne,49055,1229,365,1621,75.82%,22.52%,98.33%,RIGHT,2711
Utah,Weber,49057,65949,40695,111442,59.18%,36.52%,95.69%,RIGHT,260213
Vermont,Addison,50001,6292,14967,22022,28.57%,67.96%,96.54%,LEFT,36777
Vermont,Bennington,50003,7114,12705,20462,34.77%,62.09%,96.86%,LEFT,35470
Vermont,Caledonia,50005,6551,9011,16169,40.52%,55.73%,96.25%,LEFT,29993
Vermont,Chittenden,50007,21017,74961,98915,21.25%,75.78%,97.03%,LEFT,163774
Vermont,Essex,50009,1773,1405,3288,53.92%,42.73%,96.65%,RIGHT,6163
Vermont,Franklin,50011,11274,13611,25830,43.65%,52.69%,96.34%,LEFT,49402
Vermont,Grand Isle,50013,1810,2905,4851,37.31%,59.88%,97.20%,LEFT,7235
Vermont,Lamoille,50015,4163,10240,14915,27.91%,68.66%,96.57%,LEFT,25362
Vermont,Orange,50017,6187,10304,17122,36.13%,60.18%,96.31%,LEFT,28892
Vermont,Orleans,50019,6512,7147,14096,46.20%,50.70%,96.90%,LEFT,27037
Vermont,Rutland,50021,14672,18230,33970,43.19%,53.66%,96.86%,LEFT,58191
Vermont,Washington,50023,8928,25191,35307,25.29%,71.35%,96.64%,LEFT,58409
Vermont,Windham,50025,6440,18767,26035,24.74%,72.08%,96.82%,LEFT,42222
Vermont,Windsor,50027,9971,23376,34446,28.95%,67.86%,96.81%,LEFT,55062
Virginia,Accomack,51001,9172,7578,16962,54.07%,44.68%,98.75%,RIGHT,32316
Virginia,Albemarle,51003,20804,42466,64657,32.18%,65.68%,97.85%,LEFT,109330
Virginia,Alleghany,51005,5859,2243,8203,71.43%,27.34%,98.77%,RIGHT,14860
Virginia,Amelia,51007,5390,2411,7893,68.29%,30.55%,98.83%,RIGHT,13145
Virginia,Amherst,51009,11041,5672,17005,64.93%,33.35%,98.28%,RIGHT,31605
Virginia,Appomattox,51011,6702,2418,9268,72.31%,26.09%,98.40%,RIGHT,15911
Virginia,Arlington,51013,22318,105344,130699,17.08%,80.60%,97.68%,LEFT,236842
Virginia,Augusta,51015,30714,10840,42278,72.65%,25.64%,98.29%,RIGHT,75558
Virginia,Bath,51017,1834,646,2501,73.33%,25.83%,99.16%,RIGHT,4147
Virginia,Bedford,51019,35600,12176,48669,73.15%,25.02%,98.17%,RIGHT,78997
Virginia,Bland,51021,2903,532,3479,83.44%,15.29%,98.74%,RIGHT,6280
Virginia,Botetourt,51023,15099,5700,21120,71.49%,26.99%,98.48%,RIGHT,33419
Virginia,Brunswick,51025,3357,4552,7948,42.24%,57.27%,99.51%,LEFT,16231
Virginia,Buchanan,51027,8311,1587,9953,83.50%,15.94%,99.45%,RIGHT,21004
Virginia,Buckingham,51029,4544,3471,8126,55.92%,42.71%,98.63%,RIGHT,17148
Virginia,Campbell,51031,21245,8070,29892,71.07%,27.00%,98.07%,RIGHT,54885
Virginia,Caroline,51033,8336,7657,16288,51.18%,47.01%,98.19%,RIGHT,30725
Virginia,Carroll,51035,12659,2842,15651,80.88%,18.16%,99.04%,RIGHT,29791
